order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1665227	98	2	Crystal_cell	all	CG9989	43390	FBgn0039593	-1.11	0.00	0.59	2.1413e-04	1.00	NULL	NULL	NULL	gene symbol	
1665228	98	2	Crystal_cell	all	Gp93	43354	FBgn0039562	-0.76	0.16	0.76	1.290357e-03	1.00	NULL	NULL	NULL	gene symbol	
1665229	98	2	Crystal_cell	all	ERp60	36270	FBgn0033663	-0.68	0.33	0.93	8.37e-05	0.65	NULL	NULL	NULL	gene symbol	
1665230	98	2	Crystal_cell	all	CG4950	39783	FBgn0036587	-0.66	0.25	0.85	4.48102e-04	1.00	NULL	NULL	NULL	gene symbol	
1665231	98	2	Crystal_cell	all	CG33460	3885588	FBgn0053460	-1.26	0.16	0.77	2.21e-05	0.17	NULL	NULL	NULL	gene symbol	
1665232	98	2	Crystal_cell	all	Pcd	43499	FBgn0024841	-1.42	0.16	0.78	1.07e-05	0.08	NULL	NULL	NULL	gene symbol	
1665233	98	2	Crystal_cell	all	betaTub60D	37888	FBgn0003888	-1.54	0.33	0.94	8.31e-07	6.482957e-03	NULL	NULL	NULL	gene symbol	
1665234	98	2	Crystal_cell	all	CG6310	39237	FBgn0036121	-1.39	0.33	0.95	6.29e-07	4.902052e-03	NULL	NULL	NULL	gene symbol	
1665235	98	2	Crystal_cell	all	Dtg	41558	FBgn0038071	-0.96	0.25	0.87	2.60056e-04	1.00	NULL	NULL	NULL	gene symbol	
1665236	98	2	Crystal_cell	all	fax	39826	FBgn0014163	-1.89	0.33	0.95	4.69e-07	3.657509e-03	NULL	NULL	NULL	gene symbol	
1665237	98	2	Crystal_cell	all	zip	38001	FBgn0265434	-1.28	0.33	0.96	3.47e-06	0.02	NULL	NULL	NULL	gene symbol	
1665238	98	2	Crystal_cell	all	CG10131	36624	FBgn0033949	-1.61	0.33	0.96	5.2e-07	4.053075e-03	NULL	NULL	NULL	gene symbol	
1665239	98	2	Crystal_cell	all	Cpr49Ac	36348	FBgn0033725	-1.18	0.16	0.80	8.4e-05	0.65	NULL	NULL	NULL	gene symbol	
1665240	98	2	Crystal_cell	all	Arp3	38898	FBgn0262716	-0.99	0.08	0.72	1.62384e-04	1.00	NULL	NULL	NULL	gene symbol	
1665241	98	2	Crystal_cell	all	GstD1	41503	FBgn0001149	-1.59	0.33	0.97	3.47e-06	0.02	NULL	NULL	NULL	gene symbol	
1665242	98	2	Crystal_cell	all	ena	37201	FBgn0000578	-0.99	0.08	0.73	2.20966e-04	1.00	NULL	NULL	NULL	gene symbol	
1665243	98	2	Crystal_cell	all	mub	40436	FBgn0262737	-0.84	0.16	0.82	1.22642e-04	0.95	NULL	NULL	NULL	gene symbol	
1665244	98	2	Crystal_cell	all	CG15083	37175	FBgn0034399	-1.66	0.16	0.83	1.53e-06	0.01	NULL	NULL	NULL	gene symbol	
1665245	98	2	Crystal_cell	all	CG5854	42831	FBgn0039130	-1.36	0.25	0.91	1.57e-06	0.01	NULL	NULL	NULL	gene symbol	
1665246	98	2	Crystal_cell	all	sn	31717	FBgn0003447	-1.48	0.25	0.92	3.56e-06	0.02	NULL	NULL	NULL	gene symbol	
1665247	98	2	Crystal_cell	all	CG31075	43244	FBgn0051075	-1.28	0.25	0.92	6.88e-06	0.05	NULL	NULL	NULL	gene symbol	
1665248	98	2	Crystal_cell	all	sqh	31554	FBgn0003514	-1.20	0.16	0.85	1.21e-05	0.09	NULL	NULL	NULL	gene symbol	
1665249	98	2	Crystal_cell	all	Cat	40048	FBgn0000261	-1.45	0.08	0.77	1.75e-05	0.13	NULL	NULL	NULL	gene symbol	
1665250	98	2	Crystal_cell	all	CG13117	34289	FBgn0032140	-1.58	0.08	0.79	9.25e-06	0.07	NULL	NULL	NULL	gene symbol	
1665251	98	2	Crystal_cell	all	Sec61beta	46080	FBgn0010638	-1.16	0.08	0.79	4.05e-05	0.31	NULL	NULL	NULL	gene symbol	
1665252	98	2	Crystal_cell	all	CG42867	10178781	FBgn0262141	-2.05	0.16	0.88	5.85e-07	4.559408e-03	NULL	NULL	NULL	gene symbol	
1665253	98	2	Crystal_cell	all	Akap200	34170	FBgn0027932	-1.53	0.16	0.92	1.54e-06	0.01	NULL	NULL	NULL	gene symbol	
1665254	98	2	Crystal_cell	all	Jupiter	41392	FBgn0051363	-2.12	0.16	0.97	1.35e-08	1.05077e-04	NULL	NULL	NULL	gene symbol	
1665255	98	3	Lamellocyte	all	CG2556	32201	FBgn0030396	2.34	1.00	3.0e-03	0.00	0.00	NULL	NULL	NULL	gene symbol	top50
1665256	98	3	Lamellocyte	all	CG5835	42296	FBgn0038682	3.44	1.00	4.0e-03	0.00	0.00	NULL	NULL	NULL	gene symbol	top10
1665257	98	3	Lamellocyte	all	ItgalphaPS4	42689	FBgn0024958	3.04	1.00	5.0e-03	0.00	0.00	NULL	NULL	NULL	gene symbol	top50
