"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.34737754414146e-25,0.318564649776239,0.238,0.141,2.4393947438718e-21,"LM1","mRpL43"
2.35226920313152e-25,0.359051688262282,0.188,0.104,2.44447815589428e-21,"LM1","Cul3"
2.3784162479968e-25,0.311872212130601,0.273,0.168,2.47165016491827e-21,"LM1","lama"
2.40796372019743e-25,0.270434388949651,0.252,0.151,2.50235589802917e-21,"LM1","Uba5"
2.42381381094736e-25,0.765003085594552,0.083,0.035,2.5188273123365e-21,"LM1","CG4301"
2.54504561093606e-25,0.271288710240126,0.678,0.515,2.64481139888476e-21,"LM1","kuz"
2.73183014733438e-25,0.462655230621409,0.16,0.085,2.83891788910989e-21,"LM1","CG11777"
3.07503509211587e-25,0.231114101283009,0.203,0.115,3.19557646772681e-21,"LM1","CG9646"
3.19012769924732e-25,0.354287624990864,0.462,0.318,3.31518070505782e-21,"LM1","pst"
3.28342947221029e-25,0.41945219643725,0.204,0.117,3.41213990752094e-21,"LM1","CG33671"
3.41461383981868e-25,0.311642689773793,0.337,0.217,3.54846670233958e-21,"LM1","Sur-8"
3.75298102013202e-25,0.21357534604878,0.437,0.292,3.90009787612119e-21,"LM1","CG17202"
4.7516532403951e-25,0.258187215806481,0.279,0.172,4.93791804741859e-21,"LM1","meigo"
4.77313607636367e-25,0.266767265754527,0.3,0.187,4.96024301055712e-21,"LM1","spt4"
5.01058671542432e-25,0.546999510513351,0.143,0.074,5.20700171466895e-21,"LM1","CG7650"
5.14970727149637e-25,0.230383144265428,0.353,0.227,5.35157579653902e-21,"LM1","CG5969"
5.6800182611373e-25,0.24164188028186,0.322,0.203,5.90267497697388e-21,"LM1","CG5021"
6.2465198861139e-25,0.240716458684162,0.249,0.149,6.49138346564956e-21,"LM1","Stam"
6.79528725838725e-25,0.252720524189711,0.408,0.272,7.06166251891602e-21,"LM1","mago"
7.02852831453235e-25,0.276451272411398,0.213,0.123,7.30404662446202e-21,"LM1","Membrin"
7.15166058216533e-25,0.343666591938824,0.152,0.079,7.43200567698621e-21,"LM1","Trc8"
7.22244542248736e-25,0.320554120515715,0.616,0.477,7.50556528304886e-21,"LM1","CG13364"
8.32676741596974e-25,0.677484481638408,0.113,0.054,8.65317669867576e-21,"LM1","Use1"
8.68461980600024e-25,0.251745181375083,0.381,0.251,9.02505690239545e-21,"LM1","Stim"
8.70630838772152e-25,0.223393601027358,0.325,0.207,9.04759567652021e-21,"LM1","koi"
8.77884656509393e-25,0.292473158323071,0.322,0.205,9.12297735044561e-21,"LM1","Fnta"
8.80607231779168e-25,0.939909586876363,0.112,0.053,9.15127035264911e-21,"LM1","CG9616"
8.93750176510805e-25,0.245819240403787,0.256,0.154,9.28785183430028e-21,"LM1","CG31908"
9.24069228043367e-25,0.456244416273412,0.197,0.113,9.60292741782667e-21,"LM1","jtb"
9.56743252959296e-25,2.51354687921032,0.018,0.003,9.942475884753e-21,"LM1","CG30377"
9.57827753327735e-25,0.290552286750886,0.19,0.106,9.95374601258183e-21,"LM1","e(y)1"
9.80049651224756e-25,0.455160398997641,0.106,0.049,1.01846759755277e-20,"LM1","Psf3"
9.87404109536752e-25,0.262939437159919,0.395,0.263,1.02611035063059e-20,"LM1","Rad23"
1.01533741391457e-24,0.609158464401342,0.09,0.039,1.05513864054002e-20,"LM1","CG10435"
1.03168003152384e-24,0.277130251732645,0.5,0.35,1.07212188875957e-20,"LM1","CG5214"
1.07379693746317e-24,0.391715788930822,0.144,0.074,1.11588977741173e-20,"LM1","CG31344"
1.08593069322955e-24,0.326781942430405,0.224,0.131,1.12849917640415e-20,"LM1","CG15891"
1.17239742989575e-24,0.261644597120246,0.221,0.128,1.21835540914767e-20,"LM1","Rnp4F"
1.18885866932395e-24,0.220785524784245,0.263,0.159,1.23546192916144e-20,"LM1","Der-2"
1.19482394073233e-24,0.812915314637019,0.458,0.351,1.24166103920904e-20,"LM1","fax"
1.21417304110164e-24,0.932740923567563,0.07,0.027,1.26176862431282e-20,"LM1","Zw"
1.26940040536123e-24,0.278525526799368,0.402,0.27,1.31916090125139e-20,"LM1","CG34132"
1.28972538996737e-24,0.230386948802116,0.358,0.234,1.34028262525409e-20,"LM1","Larp4B"
1.33091879616262e-24,0.388504174798633,0.128,0.063,1.3830908129722e-20,"LM1","Trs23"
1.36875202365323e-24,0.364583471463213,0.471,0.341,1.42240710298044e-20,"LM1","CG33460"
1.48529005985313e-24,0.261664488415908,0.839,0.728,1.54351343019937e-20,"LM1","CG4259"
1.55717370999424e-24,0.306774529543132,0.247,0.148,1.61821491942601e-20,"LM1","lncRNA:CR43334"
1.61605779752014e-24,0.36773521195937,0.212,0.123,1.67940726318293e-20,"LM1","Sms"
1.64165744677787e-24,0.288080339829538,0.441,0.301,1.70601041869157e-20,"LM1","Vps60"
1.68714387508064e-24,0.30857622022937,0.332,0.216,1.7532799149838e-20,"LM1","CG3226"
1.7334843811161e-24,0.366965903607854,0.27,0.168,1.80143696885585e-20,"LM1","CG17454"
1.79791007814197e-24,0.292627448581006,0.457,0.324,1.86838815320514e-20,"LM1","eRF1"
1.91798956067343e-24,0.274730728681443,0.227,0.133,1.99317475145183e-20,"LM1","CG4858"
2.00822960302996e-24,0.279610288384015,0.24,0.143,2.08695220346874e-20,"LM1","Mbs"
2.05113463310964e-24,0.233580150950094,0.263,0.16,2.13153911072753e-20,"LM1","Ccm3"
2.23358942516307e-24,0.26190560513387,0.292,0.183,2.32114613062946e-20,"LM1","mRpL36"
2.27071025283381e-24,0.450881742828596,0.146,0.076,2.35972209474489e-20,"LM1","Tom70"
2.3306684622903e-24,0.311268947382974,0.173,0.094,2.42203066601208e-20,"LM1","mRpL40"
2.594721199875e-24,0.30061614615509,0.197,0.111,2.6964342709101e-20,"LM1","key"
2.70695212731766e-24,-0.558677305793441,0.557,0.626,2.81306465070851e-20,"LM1","eater"
2.84266856940533e-24,0.395517641807182,0.204,0.117,2.95410117732602e-20,"LM1","CG14903"
2.85581564535599e-24,0.357302026133239,0.195,0.111,2.96776361865394e-20,"LM1","Gs1l"
2.90832220061207e-24,0.582477787971759,0.117,0.057,3.02232843087607e-20,"LM1","Mvb12"
2.91731850085514e-24,0.247371039917495,0.504,0.357,3.03167738608866e-20,"LM1","par-1"
3.03372019496478e-24,0.302706767225439,0.169,0.092,3.1526420266074e-20,"LM1","CDK2AP1"
3.08892850576237e-24,0.403951984988404,0.112,0.053,3.21001450318825e-20,"LM1","Fadd"
3.15404105899648e-24,0.301857824817553,0.597,0.435,3.27767946850914e-20,"LM1","svr"
3.18210662116879e-24,0.217094590959995,0.43,0.29,3.30684520071861e-20,"LM1","CG31717"
3.24775314811064e-24,0.454243235214207,0.275,0.173,3.37506507151657e-20,"LM1","SpdS"
3.49983175626359e-24,0.278241456873786,0.496,0.355,3.63702516110912e-20,"LM1","Rpn12"
3.6404532857919e-24,0.324577554037807,0.159,0.085,3.78315905459494e-20,"LM1","CG31855"
3.92984790322057e-24,0.277420445117937,0.24,0.144,4.08389794102682e-20,"LM1","Vha100-1"
3.95627377918612e-24,0.269436976832542,0.333,0.214,4.11135971133022e-20,"LM1","drongo"
3.99309955640503e-24,0.242281405960219,0.419,0.283,4.14962905901611e-20,"LM1","p120ctn"
4.03024915531222e-24,0.331979050723931,0.243,0.147,4.18823492220045e-20,"LM1","Upf1"
4.45904370253071e-24,0.347335186689215,0.226,0.134,4.63383821566991e-20,"LM1","CG8066"
4.57684610015787e-24,0.619504032406336,0.195,0.114,4.75625846728406e-20,"LM1","CG3091"
5.45044672799747e-24,0.282775674060163,0.587,0.443,5.66410423973497e-20,"LM1","Prosalpha2"
5.46942525460543e-24,0.171698349366211,0.464,0.318,5.68382672458596e-20,"LM1","Piezo"
5.53076581952408e-24,0.693177161943388,0.067,0.026,5.74757183964943e-20,"LM1","CG12934"
5.73456323378959e-24,0.307787494971118,0.487,0.344,5.95935811255414e-20,"LM1","Rpt4"
5.84323367083708e-24,0.27916914625201,0.692,0.532,6.07228843073389e-20,"LM1","kst"
5.9004244326751e-24,0.357837875996307,0.329,0.216,6.13172107043596e-20,"LM1","PIP4K"
6.67274926216062e-24,0.31799642587323,0.16,0.086,6.93432103323731e-20,"LM1","rho-7"
7.12689276644556e-24,0.58175445557135,0.118,0.058,7.40626696289023e-20,"LM1","CG32736"
7.43763909409652e-24,0.400711042762544,0.199,0.115,7.7291945465851e-20,"LM1","AhcyL1"
8.03917611124087e-24,0.26934660269179,0.37,0.247,8.35431181480151e-20,"LM1","cact"
8.0839965023458e-24,0.332774209063983,0.111,0.053,8.40088916523776e-20,"LM1","Rint1"
8.34849290953547e-24,0.228819648654474,0.324,0.207,8.67575383158926e-20,"LM1","Rab14"
8.66304294729108e-24,0.353310924079734,0.26,0.162,9.00263423082489e-20,"LM1","CRIF"
8.74962725024048e-24,0.406413348331127,0.185,0.105,9.0926126384499e-20,"LM1","CG10214"
8.99960102456033e-24,0.594492576100123,0.089,0.039,9.3523853847231e-20,"LM1","CG16986"
9.06002290005943e-24,0.374078308872627,0.275,0.173,9.41517579774176e-20,"LM1","Npc1a"
9.12938647613012e-24,0.49677928073907,0.107,0.051,9.48725842599442e-20,"LM1","CG11247"
9.70743542581613e-24,0.28868994432215,0.13,0.065,1.00879668945081e-19,"LM1","CG32202"
1.06125549294685e-23,0.257985628925614,0.439,0.302,1.10285670827037e-19,"LM1","Pdhb"
1.11155966452565e-23,0.284611255039068,0.28,0.175,1.15513280337506e-19,"LM1","pho"
1.17325876809828e-23,0.155133882118925,0.319,0.201,1.21925051180773e-19,"LM1","CG9231"
1.19983177659336e-23,0.539179804934735,0.15,0.08,1.24686518223582e-19,"LM1","CG5181"
1.24024066040871e-23,0.413912416973995,0.163,0.088,1.28885809429673e-19,"LM1","Tbce"
1.28783197294684e-23,0.557405237647558,0.081,0.034,1.33831498628635e-19,"LM1","Gapvd1"
1.32946167069588e-23,0.279378225548483,0.243,0.147,1.38157656818716e-19,"LM1","CG8188"
1.4134573219822e-23,0.218277589638866,0.46,0.316,1.4688648490039e-19,"LM1","CG6701"
1.4172390640321e-23,0.173604189468993,0.36,0.233,1.47279483534216e-19,"LM1","PpD3"
1.54433599792478e-23,0.251278856922375,0.668,0.517,1.60487396904343e-19,"LM1","bel"
1.5846349960474e-23,0.237518278530434,0.164,0.089,1.64675268789246e-19,"LM1","p38b"
1.59828490655661e-23,0.231045347104709,0.296,0.187,1.66093767489363e-19,"LM1","inc"
1.6182660657678e-23,1.04081700240375,0.047,0.015,1.6817020955459e-19,"LM1","CG8292"
1.68600401637583e-23,0.208718710265428,0.396,0.264,1.75209537381776e-19,"LM1","tth"
1.69653713753521e-23,0.602532911897691,0.113,0.055,1.76304139332659e-19,"LM1","CG34436"
1.79100189285597e-23,0.216973570884974,0.33,0.213,1.86120916705592e-19,"LM1","wap"
1.83390077884534e-23,0.311115343870239,0.352,0.233,1.90578968937608e-19,"LM1","SRPK"
1.93100480499363e-23,0.2869319397254,0.778,0.635,2.00670019334938e-19,"LM1","Npc2a"
1.99417996643565e-23,0.278662433517071,0.267,0.165,2.07235182111993e-19,"LM1","sktl"
2.01206384689527e-23,0.217923862206812,0.313,0.201,2.09093674969356e-19,"LM1","Glut4EF"
2.21527185888481e-23,0.919147020803937,0.073,0.03,2.30211051575309e-19,"LM1","asRNA:CR45396"
3.06630844301677e-23,0.214854684256188,0.267,0.164,3.18650773398303e-19,"LM1","CG12104"
3.21832723004521e-23,0.219376074365067,0.381,0.253,3.34448565746298e-19,"LM1","Opa1"
3.32911833385887e-23,0.338452321594074,0.114,0.055,3.45961977254614e-19,"LM1","MFS18"
3.37501325978375e-23,0.391108362826555,0.145,0.076,3.50731377956727e-19,"LM1","bdg"
3.39541868828425e-23,0.220246671463022,0.772,0.62,3.52851910086499e-19,"LM1","Ntf-2"
3.60459111981874e-23,0.212816828270219,0.599,0.437,3.74589109171564e-19,"LM1","Esyt2"
4.01098964657698e-23,0.420010650001542,0.154,0.083,4.1682204407228e-19,"LM1","gek"
4.04632218974024e-23,0.252307996871744,0.675,0.523,4.20493801957806e-19,"LM1","CG5554"
4.38071862948859e-23,-0.449673607418988,0.609,0.681,4.55244279976454e-19,"LM1","Inos"
4.44598990463549e-23,0.349874622134253,0.154,0.083,4.6202727088972e-19,"LM1","CG11007"
4.47394916361916e-23,0.32811135130491,0.283,0.179,4.64932797083304e-19,"LM1","CanA-14F"
4.77642636545029e-23,0.262123587994925,0.548,0.394,4.96366227897594e-19,"LM1","CG11151"
4.83952642958872e-23,0.345009074702851,0.176,0.099,5.0292358656286e-19,"LM1","Cul2"
5.03170393285885e-23,0.249212305164826,0.653,0.496,5.22894672702691e-19,"LM1","CCT8"
5.46044284026912e-23,0.295054008005004,0.186,0.105,5.67449219960767e-19,"LM1","mRpL48"
5.64372056499331e-23,0.271505512623939,0.264,0.164,5.86495441114105e-19,"LM1","CG8243"
5.72190062392448e-23,0.279569773099,0.352,0.233,5.94619912838232e-19,"LM1","pico"
6.06932319425059e-23,-0.244998053030448,1,1,6.30724066346521e-19,"LM1","mt:lrRNA"
6.39159236479988e-23,0.335320682955655,0.219,0.13,6.64214278550004e-19,"LM1","Orct"
6.49415078392953e-23,0.255322698442285,0.2,0.116,6.74872149465957e-19,"LM1","Ctl2"
6.66360897930266e-23,0.257498120816505,0.281,0.177,6.92482245129132e-19,"LM1","Syx13"
7.44062265938669e-23,0.259086894919905,0.55,0.397,7.73229506763465e-19,"LM1","uex"
7.95718687111678e-23,0.207887000721405,0.465,0.325,8.26910859646456e-19,"LM1","CG11791"
8.16357967456076e-23,0.262345731579155,0.421,0.287,8.48359199780354e-19,"LM1","Vps2"
8.34826567275004e-23,0.947548911559986,0.07,0.028,8.67551768712184e-19,"LM1","Lmpt"
8.45190439780891e-23,0.259809807560361,0.411,0.28,8.78321905020302e-19,"LM1","CG8891"
8.45664592141551e-23,0.227871309423461,0.372,0.246,8.788146441535e-19,"LM1","EloB"
9.28005220869997e-23,0.201294625078324,0.38,0.253,9.64383025528101e-19,"LM1","MAPk-Ak2"
9.42512036896379e-23,0.386496511299691,0.191,0.11,9.79458508742717e-19,"LM1","CG31998"
9.46274289507575e-23,0.413823206241574,0.166,0.092,9.83368241656272e-19,"LM1","GLS"
9.77703113332145e-23,0.368439032294349,0.13,0.067,1.01602907537477e-18,"LM1","CG8520"
9.78297601952238e-23,0.257556885870084,0.468,0.338,1.01664686794877e-18,"LM1","Trp1"
1.03601966398372e-22,0.205698166714768,0.873,0.756,1.07663163481188e-18,"LM1","mts"
1.04287509660181e-22,1.84305957032661,0.028,0.006,1.0837558003886e-18,"LM1","lncRNA:CR46032"
1.0720485289329e-22,0.305413931969265,0.814,0.681,1.11407283126707e-18,"LM1","Cdc42"
1.07719526617302e-22,0.467220730162402,0.101,0.047,1.119421320607e-18,"LM1","RhoGAP93B"
1.1411999235345e-22,0.223555266245373,0.283,0.178,1.18593496053705e-18,"LM1","CG3652"
1.14964212386619e-22,0.403875428121838,0.121,0.061,1.19470809512174e-18,"LM1","CG31249"
1.20093390178352e-22,0.339299282637531,0.109,0.053,1.24801051073343e-18,"LM1","Mpp6"
1.20141675106142e-22,0.262087576325452,0.109,0.053,1.24851228770302e-18,"LM1","CG3040"
1.21771451908216e-22,0.453226951936459,0.159,0.087,1.26544892823018e-18,"LM1","Nsun2"
1.23583200310475e-22,0.204604907364977,0.311,0.199,1.28427661762645e-18,"LM1","san"
1.24474332258059e-22,0.305988180627002,0.156,0.085,1.29353726082575e-18,"LM1","CG7028"
1.24962504640852e-22,0.254401068277502,0.365,0.244,1.29861034822774e-18,"LM1","CG11137"
1.30835921712809e-22,0.231865004987085,0.351,0.233,1.35964689843951e-18,"LM1","CG5861"
1.51466673846165e-22,0.33521639811942,0.15,0.08,1.57404167460934e-18,"LM1","CG4882"
1.52714418659811e-22,-0.975072405667255,0.218,0.304,1.58700823871276e-18,"LM1","CG42369"
1.55818626720575e-22,0.291185287058731,0.198,0.115,1.61926716888021e-18,"LM1","CR18228"
1.6941764544361e-22,0.42733701264799,0.187,0.109,1.76058817144999e-18,"LM1","pll"
1.79719105038346e-22,0.160289195829091,0.938,0.876,1.8676409395585e-18,"LM1","eff"
1.84304258368604e-22,0.272168117100998,0.234,0.142,1.91528985296653e-18,"LM1","CG33155"
1.86246857189255e-22,0.256036551754082,0.158,0.086,1.93547733991074e-18,"LM1","mRpL32"
1.90097903194735e-22,0.269080353908231,0.223,0.134,1.97549740999969e-18,"LM1","SCAP"
2.02401635242744e-22,0.194397954598816,0.416,0.283,2.10335779344259e-18,"LM1","l(3)L1231"
2.04175392506723e-22,0.258236634365604,0.361,0.242,2.12179067892986e-18,"LM1","Lis-1"
2.07687070039873e-22,0.332269217494815,0.265,0.168,2.15828403185436e-18,"LM1","CG3408"
2.08849709980447e-22,0.322563613223054,0.211,0.125,2.1703661861168e-18,"LM1","Usp5"
2.10634729354177e-22,0.225774399975069,0.448,0.311,2.18891610744861e-18,"LM1","Cdc37"
2.16189728015355e-22,0.380742998244209,0.148,0.08,2.24664365353557e-18,"LM1","CG15111"
2.18203276824169e-22,0.404670442703295,0.206,0.122,2.26756845275676e-18,"LM1","Dic1"
2.19279039535454e-22,0.208700093337058,0.161,0.088,2.27874777885243e-18,"LM1","tud"
2.22459048949385e-22,0.497452076163382,0.105,0.05,2.311794436682e-18,"LM1","bug"
2.34695054692073e-22,0.410697323880628,0.215,0.128,2.43895100836002e-18,"LM1","CG30414"
2.38289534141953e-22,0.137200737418256,0.257,0.157,2.47630483880317e-18,"LM1","mRpS9"
2.50846948324945e-22,0.222074673437819,0.433,0.299,2.60680148699283e-18,"LM1","Ubc6"
2.60379779527863e-22,0.281205844711114,0.285,0.183,2.70586666885355e-18,"LM1","Yif1"
2.64920755764327e-22,0.27731888150293,0.558,0.412,2.75305649390288e-18,"LM1","Fis1"
2.6662770785945e-22,0.298112067355094,0.479,0.346,2.77079514007541e-18,"LM1","Rpn5"
2.87087321545595e-22,0.114016823693741,0.411,0.275,2.98341144550182e-18,"LM1","x16"
2.90945169276554e-22,0.187030844249339,0.374,0.25,3.02350219912195e-18,"LM1","hep"
2.95216834418499e-22,0.370621841968503,0.155,0.085,3.06789334327704e-18,"LM1","PGRP-SA"
3.09489185052822e-22,0.252009227181397,0.243,0.149,3.21621161106893e-18,"LM1","CG5986"
3.13599879108826e-22,0.364555539166308,0.193,0.112,3.25892994369892e-18,"LM1","CG6299"
3.37106746275324e-22,0.288682249556539,0.307,0.197,3.50321330729317e-18,"LM1","Zasp52"
3.39397045615218e-22,0.206931064595652,0.918,0.812,3.52701409803334e-18,"LM1","He"
3.41853690459739e-22,0.25678689203206,0.325,0.212,3.55254355125761e-18,"LM1","DENR"
4.13099192359787e-22,0.46111611980682,0.183,0.105,4.2929268070029e-18,"LM1","CG34317"
4.17108205275946e-22,0.264140336335925,0.217,0.129,4.33458846922763e-18,"LM1","mRpL18"
4.2480761102506e-22,0.331239181299631,0.204,0.121,4.41460069377242e-18,"LM1","CG5721"
4.38110247300467e-22,0.788095027469642,0.035,0.01,4.55284168994645e-18,"LM1","CG15210"
4.43192203423526e-22,0.346525983966147,0.187,0.108,4.60565337797728e-18,"LM1","Tgt"
4.479381849994e-22,0.280715230609486,0.232,0.141,4.65497361851376e-18,"LM1","lilli"
4.60826678491063e-22,0.151125500249835,0.25,0.153,4.78891084287913e-18,"LM1","mRpL14"
4.90278048119681e-22,0.306641665055139,0.537,0.407,5.09496947605973e-18,"LM1","Prosalpha4"
5.13428133978775e-22,0.366711643445798,0.118,0.059,5.33554516830743e-18,"LM1","CG9346"
5.53553040317451e-22,0.378999536351284,0.191,0.111,5.75252319497895e-18,"LM1","Cwc25"
5.57502216286824e-22,0.51788535264041,0.12,0.061,5.79356303165267e-18,"LM1","CG5613"
5.61352071907581e-22,0.241975176954907,0.775,0.641,5.83357073126358e-18,"LM1","Vha13"
5.61499783822542e-22,0.223155209083371,0.426,0.292,5.83510575348385e-18,"LM1","CG44242"
5.64835980158399e-22,0.206824983551182,0.206,0.121,5.86977550580608e-18,"LM1","CG3436"
6.37027604065333e-22,0.398713731640338,0.182,0.104,6.61999086144694e-18,"LM1","mRpS2"
6.67899496188013e-22,0.208323565146327,0.281,0.178,6.94081156438583e-18,"LM1","CG5953"
6.97529280314774e-22,-0.950347798211855,0.547,0.549,7.24872428103113e-18,"LM1","Tep4"
7.49772936931244e-22,0.42614630428688,0.101,0.048,7.79164036058949e-18,"LM1","CG7720"
8.0464469751639e-22,0.580818660373708,0.091,0.042,8.36186769659033e-18,"LM1","CG14130"
8.06946933724757e-22,0.178627996878633,0.303,0.195,8.38579253526768e-18,"LM1","CG4972"
8.26095714733166e-22,0.273888734825633,0.28,0.178,8.58478666750706e-18,"LM1","mRpS17"
8.76492269839617e-22,0.197874026693301,0.479,0.334,9.1085076681733e-18,"LM1","cni"
9.48700089670704e-22,0.312029943184116,0.159,0.088,9.85889133185796e-18,"LM1","CG42306"
9.7643884368001e-22,0.326687685376004,0.144,0.077,1.01471524635227e-17,"LM1","CG42359"
9.86673545112757e-22,0.272438636403888,0.352,0.238,1.02535114808118e-17,"LM1","CG5377"
9.9055743276592e-22,0.587266459456025,0.125,0.065,1.02938728413034e-17,"LM1","SMSr"
1.00667450258643e-21,0.276717778301312,0.699,0.578,1.04613614308782e-17,"LM1","Chchd2"
1.01340206100232e-21,0.156883058558218,0.288,0.183,1.05312742179361e-17,"LM1","Mtor"
1.03641800486597e-21,0.253636432725489,0.261,0.164,1.07704559065672e-17,"LM1","Srp9"
1.12579843017837e-21,0.229575377684439,0.243,0.15,1.16992972864136e-17,"LM1","snRNP-U1-70K"
1.14791447677067e-21,0.242263381104161,0.592,0.445,1.19291272426008e-17,"LM1","Pep"
1.15547806450723e-21,0.269229621567091,0.264,0.166,1.20077280463591e-17,"LM1","step"
1.18098495838229e-21,0.757652840289637,0.101,0.049,1.22727956875088e-17,"LM1","CG6231"
1.25797384629774e-21,0.327647970859956,0.188,0.11,1.30728642107261e-17,"LM1","RagA-B"
1.2639392261666e-21,0.260322075505017,0.2,0.117,1.31348564383233e-17,"LM1","mRpS18C"
1.27726278372571e-21,0.25661107987922,0.188,0.108,1.32733148484776e-17,"LM1","LeuRS"
1.278538587248e-21,0.235146539498357,0.337,0.224,1.32865729986812e-17,"LM1","mRpL28"
1.27880529906962e-21,0.673998887236977,0.082,0.036,1.32893446679315e-17,"LM1","CG18749"
1.30142180080736e-21,0.256833046117471,0.22,0.133,1.352437535399e-17,"LM1","Nup35"
1.33777755734658e-21,0.187530279267674,0.205,0.12,1.39021843759456e-17,"LM1","mRpS30"
1.34543018382027e-21,0.440304355261614,0.106,0.052,1.39817104702603e-17,"LM1","CG13197"
1.40112104248007e-21,0.562046155216975,0.098,0.047,1.45604498734529e-17,"LM1","cal1"
1.45155406475525e-21,0.184943272433494,0.496,0.348,1.50845498409365e-17,"LM1","gish"
1.66743116672358e-21,0.222403649568547,0.291,0.186,1.73279446845915e-17,"LM1","RN-tre"
1.79093085177304e-21,0.287445008295199,0.329,0.218,1.86113534116254e-17,"LM1","Psn"
1.82649508946139e-21,0.179557388311176,0.291,0.185,1.89809369696828e-17,"LM1","CG14812"
1.82997213248471e-21,0.177306723848089,0.511,0.359,1.90170704007811e-17,"LM1","lig"
1.87606741746741e-21,0.191702793943462,0.275,0.174,1.94960926023213e-17,"LM1","CG10340"
1.88603635893581e-21,0.166061246003056,0.323,0.209,1.9599689842061e-17,"LM1","Coprox"
1.91734726208575e-21,0.507736018563305,0.22,0.135,1.99250727475951e-17,"LM1","Sema1b"
1.98666157669183e-21,0.178072942287287,0.226,0.136,2.06453871049815e-17,"LM1","stas"
2.11621596619007e-21,0.178861942380553,0.258,0.161,2.19917163206472e-17,"LM1","CG42376"
2.30439254726624e-21,0.81653116225954,0.054,0.02,2.39472473511908e-17,"LM1","Eip78C"
2.31162818839119e-21,0.15796073718795,0.256,0.159,2.40224401337613e-17,"LM1","mRpS25"
2.35425527002502e-21,0.155206612087757,0.532,0.381,2.44654207661e-17,"LM1","nocte"
2.47822472827404e-21,0.250094930820703,0.245,0.153,2.57537113762238e-17,"LM1","CG11811"
2.49931901511796e-21,0.201661233523535,0.451,0.314,2.59729232051058e-17,"LM1","AP-2mu"
2.56878520737907e-21,0.413002734401852,0.185,0.108,2.66948158750833e-17,"LM1","dos"
2.57879350021329e-21,0.515165325760247,0.132,0.07,2.67988220542165e-17,"LM1","CG9795"
2.74407273216468e-21,0.318040260848046,0.223,0.137,2.85164038326554e-17,"LM1","Surf6"
2.94376460310181e-21,0.289592651083833,0.455,0.328,3.05916017554341e-17,"LM1","Rpt2"
3.16962479352964e-21,0.369718213055427,0.142,0.077,3.293874085436e-17,"LM1","TfIIEalpha"
3.28951155773718e-21,0.210284505697972,0.406,0.279,3.41846041080048e-17,"LM1","Pex19"
3.29122708563976e-21,0.270940671496592,0.191,0.112,3.42024318739684e-17,"LM1","Pak"
3.3206676985327e-21,0.525765033741308,0.098,0.047,3.45083787231519e-17,"LM1","hppy"
3.3893173158024e-21,0.212209643904676,0.312,0.204,3.52217855458185e-17,"LM1","CG17698"
3.52243982878571e-21,0.186353830144555,0.415,0.283,3.6605194700741e-17,"LM1","cert"
3.59847949393022e-21,0.331883360604029,0.118,0.06,3.73953989009229e-17,"LM1","spn-F"
3.66045657283593e-21,0.451388834580851,0.126,0.066,3.8039464704911e-17,"LM1","CG10444"
3.67325938466281e-21,0.636702220010246,0.119,0.061,3.81725115254159e-17,"LM1","CG33226"
3.70488162528258e-21,0.370600060517675,0.133,0.071,3.85011298499365e-17,"LM1","yata"
4.39732754784193e-21,0.213524739679217,0.242,0.149,4.56970278771734e-17,"LM1","pelo"
4.40248957157261e-21,0.191338406996098,0.277,0.176,4.57506716277826e-17,"LM1","mRpS16"
4.62596911209781e-21,0.324500242195514,0.141,0.076,4.80730710129204e-17,"LM1","CG5645"
4.77984727254801e-21,0.197499959732151,0.341,0.228,4.96721728563189e-17,"LM1","Atf6"
5.05599552292601e-21,0.253734751800263,0.181,0.104,5.25419054742471e-17,"LM1","garz"
5.10474173831685e-21,0.198557132054046,0.258,0.161,5.30484761445887e-17,"LM1","CG15012"
5.51707109387845e-21,0.18891171578379,0.276,0.176,5.73334028075848e-17,"LM1","AIMP3"
5.55352129733464e-21,0.308830970840752,0.184,0.107,5.77121933219016e-17,"LM1","CG6712"
5.62857796206513e-21,0.326824794152807,0.174,0.1,5.84921821817808e-17,"LM1","CG2310"
5.6809018468478e-21,0.222242376951081,0.479,0.341,5.90359319924424e-17,"LM1","SerRS"
6.12318220893947e-21,0.490426755541299,0.315,0.212,6.3632109515299e-17,"LM1","r-l"
6.17098834003448e-21,2.95322318342515,0.012,0.001,6.41289108296383e-17,"LM1","lncRNA:CR43771"
6.30989066475665e-21,0.299878864413361,0.69,0.543,6.55723837881512e-17,"LM1","cer"
6.55356898877296e-21,0.351671796158668,0.183,0.107,6.81046889313286e-17,"LM1","Tango14"
6.59408851564079e-21,0.174668600767169,0.297,0.192,6.85257678545391e-17,"LM1","CG7945"
6.73174543840042e-21,0.243914692850694,0.677,0.52,6.99562985958571e-17,"LM1","Dlc90F"
6.8971714880093e-21,0.408353876491906,0.094,0.045,7.16754061033926e-17,"LM1","PGAP3"
7.02623883319622e-21,-1.08454792441217,0.052,0.019,7.30166739545751e-17,"LM1","CG1208"
7.67523209892722e-21,0.428928921648246,0.165,0.094,7.97610119720517e-17,"LM1","CG31917"
7.77234297222747e-21,0.252933801320363,0.173,0.099,8.07701881673878e-17,"LM1","Patr-1"
7.83978996099458e-21,0.249025544941646,0.406,0.281,8.14710972746556e-17,"LM1","Dak1"
