"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.83897465435299e-06,0.401595201676397,0.159,0.113,0.0191106246080362,"PM5","CG1142"
1.85453341886542e-06,1.0077800946556,0.043,0.022,0.0192723112888495,"PM5","CG5664"
1.85941887759441e-06,0.650958589143205,0.116,0.078,0.0193230809759611,"PM5","Letm1"
1.86929381755276e-06,0.223131420863995,0.451,0.382,0.0194257013520083,"PM5","Sfxn1-3"
1.91362221004059e-06,0.469506833431412,0.16,0.115,0.0198863620067418,"PM5","RagA-B"
1.99208320097711e-06,0.443389062970462,0.13,0.089,0.0207017286245541,"PM5","Nmd3"
2.00071860346166e-06,0.5231916227986,0.107,0.07,0.0207914677271736,"PM5","PPP1R15"
2.03564822108964e-06,-0.513124347257824,0.344,0.39,0.0211544563135636,"PM5","alc"
2.03945084098503e-06,-0.144052570626465,0.98,0.973,0.0211939731395164,"PM5","Chd64"
2.13088364785671e-06,-0.221137437842625,0.754,0.763,0.022144142868527,"PM5","CG6310"
2.14198659429945e-06,0.384857349251214,0.228,0.176,0.0222595246879599,"PM5","PNUTS"
2.15397867898415e-06,1.51016398936915,0.032,0.015,0.0223841464320033,"PM5","NaPi-III"
2.15442567741705e-06,0.241854133890791,0.193,0.141,0.022388791639718,"PM5","ZnT86D"
2.17321675578142e-06,0.219209368725729,0.586,0.511,0.0225840685260806,"PM5","Prosalpha3"
2.18387172519452e-06,-0.533059161472374,0.415,0.462,0.0226947949682214,"PM5","28SrRNA-Psi:CR40596"
2.1871265201866e-06,0.523419678273627,0.084,0.052,0.0227286187977791,"PM5","Ndfip"
2.18730656341789e-06,0.404574795813344,0.194,0.144,0.0227304898070387,"PM5","CG11180"
2.23138596866985e-06,0.279179225686253,0.147,0.102,0.0231885629864171,"PM5","IntS3"
2.27106569811199e-06,0.236334194706441,0.419,0.343,0.0236009147347798,"PM5","CG3566"
2.28834578195364e-06,0.307311703767448,0.309,0.249,0.0237804893660623,"PM5","ALiX"
2.29611946508151e-06,0.686702965869303,0.076,0.046,0.0238612734811271,"PM5","Tpc1"
2.30335394040163e-06,0.437189107923364,0.169,0.122,0.0239364541486537,"PM5","Ctl2"
2.3102112066018e-06,0.695051160884011,0.057,0.032,0.0240077148590059,"PM5","CG30496"
2.40301470472664e-06,0.268927949593611,0.232,0.175,0.0249721288115192,"PM5","CG17454"
2.40522592455902e-06,0.638388465578744,0.106,0.07,0.0249951078080174,"PM5","CG14229"
2.42100328385056e-06,0.239296679374883,0.215,0.16,0.025159066125775,"PM5","CG11134"
2.4853949272949e-06,0.264753586976075,0.332,0.267,0.0258282240844486,"PM5","Txl"
2.51057930422096e-06,0.180882620032562,0.624,0.539,0.0260899401294642,"PM5","CCT4"
2.54362001205691e-06,0.184237005315462,0.358,0.287,0.0264332991652955,"PM5","SmD1"
2.56590752726264e-06,1.90358357360169,0.017,0.006,0.0266649110233133,"PM5","lncRNA:CR43144"
2.61404447625553e-06,0.181251626354139,0.383,0.31,0.0271651501972475,"PM5","Rheb"
2.63998239236119e-06,0.352503755442084,0.216,0.164,0.0274346970214175,"PM5","CG4806"
2.65583750094201e-06,0.491579636343439,0.145,0.103,0.0275994633097894,"PM5","PGRP-LE"
2.66820307442899e-06,0.468713260711155,0.1,0.065,0.0277279663494661,"PM5","CG7889"
2.71663339002631e-06,0.247779861302686,0.471,0.397,0.0282312541891534,"PM5","spoon"
2.8386208045987e-06,-1.47298417791381,0.018,0.047,0.0294989474013897,"PM5","sub"
2.84327067017676e-06,0.670319534232528,0.09,0.057,0.0295472688044769,"PM5","upd3"
2.87197891043639e-06,1.88422900668327,0.012,0.003,0.029845604837255,"PM5","CG31469"
2.88429159829005e-06,0.576255527828304,0.096,0.061,0.0299735582894302,"PM5","Rim2"
2.89113397781259e-06,1.18676392510138,0.029,0.013,0.0300446642974284,"PM5","Gpo1"
2.91115637835455e-06,-0.688221698964806,0.174,0.227,0.0302527370838605,"PM5","Rrp1"
2.97359541928044e-06,-0.916876022289634,0.047,0.084,0.0309016035971623,"PM5","Gp150"
3.01722421312493e-06,1.22698510437214,0.023,0.009,0.0313549940227942,"PM5","Traf4"
3.09614112359477e-06,0.123526723704905,0.775,0.698,0.0321750985563968,"PM5","Nap1"
3.21968616039662e-06,-1.49182168335393,0.019,0.048,0.0334589785788416,"PM5","RhoGAP54D"
3.25453610731456e-06,-1.15003821742246,0.035,0.07,0.0338211392272129,"PM5","Mcm5"
3.35240992407807e-06,0.430264503197192,0.112,0.075,0.0348382439310193,"PM5","Ak6"
3.36428305518693e-06,0.113484934695027,0.877,0.833,0.0349616295095025,"PM5","Karl"
3.41054205862148e-06,0.454619887913063,0.135,0.094,0.0354423530731944,"PM5","CG11417"
3.4308482398252e-06,1.02852229601732,0.042,0.021,0.0356533749082634,"PM5","Camp"
3.47675541974172e-06,0.484283928610763,0.146,0.104,0.036130442321956,"PM5","Syx18"
3.49900996775323e-06,1.0554419144891,0.022,0.009,0.0363617115848916,"PM5","CG4297"
3.66156419485012e-06,-1.28988374815255,0.031,0.064,0.0380509751128825,"PM5","aurA"
3.78006357299198e-06,0.567592977264158,0.089,0.056,0.0392824206505326,"PM5","mib1"
3.82167703836882e-06,0.246673915866308,0.341,0.273,0.0397148677827288,"PM5","Rpt5"
3.97642462971128e-06,-0.785843529269126,0.059,0.099,0.0413230047519596,"PM5","sti"
3.99877144299606e-06,-2.23764140232772,0.007,0.031,0.041555232835615,"PM5","dah"
4.01010350829056e-06,0.357711085019342,0.225,0.173,0.0416729956581555,"PM5","CG6937"
4.20393587117228e-06,0.403867701682161,0.183,0.135,0.0436873015732224,"PM5","mRpS5"
4.27292679591644e-06,0.298295859945606,0.309,0.249,0.0444042552631636,"PM5","CG17660"
4.29338814400876e-06,-0.893632603620783,0.101,0.147,0.044616889592539,"PM5","borr"
4.38001274286658e-06,0.76913481966576,0.132,0.093,0.0455170924238695,"PM5","car"
4.43087278569681e-06,0.15883542573313,0.297,0.232,0.0460456299889613,"PM5","Irc"
4.65062952123787e-06,0.344506149485565,0.332,0.275,0.0483293419847039,"PM5","Sec23"
4.65476132330352e-06,-0.391352797342282,0.49,0.544,0.0483722796717702,"PM5","Meltrin"
4.7024192537491e-06,0.426347172079464,0.174,0.129,0.0488675408849606,"PM5","CG12007"
4.71068226667665e-06,0.331158137768035,0.222,0.17,0.0489534101153037,"PM5","CG14434"
4.72452155667532e-06,0.340252853947627,0.104,0.068,0.0490972280169699,"PM5","ABCB7"
4.73581660530589e-06,0.73668952497323,0.044,0.023,0.0492146061623388,"PM5","stac"
4.74614927289887e-06,0.482168233710573,0.187,0.141,0.049321983243965,"PM5","Pgm2a"
4.77818535475913e-06,0.34274313147639,0.226,0.174,0.0496549022066569,"PM5","MCTS1"
4.78214733616455e-06,0.163574188166131,0.555,0.479,0.049696075117422,"PM5","Glo1"
3.65467685306642e-250,1.04845916975957,0.785,0.448,3.79794018570662e-246,"PM2","Pen"
6.36750406604924e-233,1.43548791403478,0.401,0.133,6.61711022543837e-229,"PM2","CycB"
9.76507903680482e-217,1.29271636853783,0.448,0.169,1.01478701350476e-212,"PM2","polo"
1.47293565650795e-214,1.56102096002786,0.301,0.086,1.53067473424306e-210,"PM2","sip2"
1.13814744328614e-213,1.19206613992425,0.46,0.176,1.18276282306296e-209,"PM2","scra"
1.30815701493056e-193,1.64586849843826,0.278,0.081,1.35943676991584e-189,"PM2","cmet"
8.21650411152387e-192,1.30986665534498,0.342,0.114,8.53859107269561e-188,"PM2","ncd"
2.29893139718116e-189,1.24961438487001,0.366,0.13,2.38904950795066e-185,"PM2","aurB"
4.11916203620391e-182,1.39857721597913,0.279,0.083,4.28063318802311e-178,"PM2","pav"
6.53128113616834e-181,1.38438827532492,0.33,0.114,6.78730735670614e-177,"PM2","msd1"
1.54707938105601e-168,1.24343474825136,0.352,0.13,1.60772489279341e-164,"PM2","tum"
5.28822746548302e-163,1.29523159981833,0.307,0.106,5.49552598212996e-159,"PM2","Cks30A"
3.06835544684605e-161,1.27395825724728,0.295,0.099,3.18863498036242e-157,"PM2","Klp61F"
3.89393229154824e-151,1.23419662643873,0.294,0.103,4.04657443737693e-147,"PM2","Mink"
7.94323034533048e-146,1.31207704867247,0.256,0.084,8.25460497486744e-142,"PM2","nesd"
4.3860735254273e-142,0.910731234276149,0.456,0.212,4.55800760762406e-138,"PM2","CG42232"
5.99904362684522e-141,1.15586326198245,0.331,0.13,6.23420613701755e-137,"PM2","Incenp"
5.68319514894028e-136,1.30445803981776,0.236,0.076,5.90597639877874e-132,"PM2","sti"
2.30603624531088e-134,1.5150972647163,0.182,0.049,2.39643286612706e-130,"PM2","msb1l"
1.1314788567899e-128,0.987797697576807,0.372,0.164,1.17583282797607e-124,"PM2","Ote"
3.08938995790153e-126,1.57016747130134,0.17,0.046,3.21049404425127e-122,"PM2","aurA"
5.71426861873641e-126,1.13277950849336,0.274,0.101,5.93826794859087e-122,"PM2","Poc1"
9.41114436167301e-125,1.26553939339878,0.236,0.081,9.7800612206506e-121,"PM2","glob1"
2.93071041374213e-124,1.15077921738344,0.27,0.1,3.04559426196083e-120,"PM2","mud"
1.48610227488752e-120,2.39936709097334,0.088,0.013,1.54435748406311e-116,"PM2","bora"
8.57414259468905e-119,0.688512443942789,0.635,0.364,8.91024898440086e-115,"PM2","stg"
1.06307802705982e-111,1.25401397924527,0.209,0.07,1.10475068572056e-107,"PM2","Klp67A"
7.6555209355032e-107,1.23192803002496,0.195,0.064,7.95561735617493e-103,"PM2","CG12702"
2.01218064801708e-106,0.915431383242264,0.28,0.113,2.09105812941935e-102,"PM2","feo"
6.95840031369233e-100,0.85851006351597,0.284,0.118,7.23116960598907e-96,"PM2","jumu"
9.4490888342071e-96,1.33917794223929,0.172,0.057,9.81949311650802e-92,"PM2","CG8173"
3.83145785399475e-94,0.932648973229055,0.235,0.092,3.98165100187135e-90,"PM2","fzy"
5.57668877596113e-94,1.04649662035048,0.234,0.093,5.79529497597881e-90,"PM2","mad2"
4.31859630450395e-93,0.793165301971485,0.285,0.124,4.48788527964051e-89,"PM2","borr"
3.63982950783523e-91,0.64653503519018,0.53,0.309,3.78251082454237e-87,"PM2","sle"
9.17026743874758e-91,1.38513780529952,0.142,0.042,9.52974192234649e-87,"PM2","CG8478"
1.51645659338307e-86,1.14277142958128,0.208,0.081,1.57590169184369e-82,"PM2","msd5"
9.09104030171658e-86,1.30825720399708,0.171,0.06,9.44740908154387e-82,"PM2","CG14688"
1.68303650900923e-85,1.3950407631939,0.124,0.035,1.74901154016239e-81,"PM2","RhoGAP54D"
3.51886498218388e-84,1.37808187491764,0.119,0.033,3.65680448948548e-80,"PM2","asp"
1.66726981283816e-83,0.71231010737058,0.294,0.133,1.73262678950142e-79,"PM2","Sps1"
1.83962777878344e-83,0.750662089796239,0.352,0.178,1.91174118771175e-79,"PM2","Bub3"
7.32986875803762e-83,1.1435595594158,0.178,0.064,7.61719961335269e-79,"PM2","Klp3A"
2.75478391795343e-81,1.09631858084024,0.179,0.066,2.86277144753721e-77,"PM2","mars"
3.00224612382348e-80,0.874480225357127,0.252,0.112,3.11993417187736e-76,"PM2","SMC2"
3.90543668937607e-79,0.821804846510179,0.247,0.108,4.05852980759961e-75,"PM2","CG7272"
5.1908257286963e-76,0.816151086811295,0.23,0.099,5.3943060972612e-72,"PM2","CG5498"
6.7887151358996e-76,0.724981875171477,0.329,0.167,7.05483276922686e-72,"PM2","Cdk1"
1.07163312341392e-75,0.526053741670204,0.482,0.281,1.11364114185175e-71,"PM2","geminin"
9.24814451411405e-75,1.04256514718205,0.173,0.065,9.61067177906732e-71,"PM2","Cenp-C"
2.5443633371848e-74,0.529455431391747,0.594,0.381,2.64410238000244e-70,"PM2","CG10863"
4.67616270047871e-74,1.25271031983734,0.144,0.049,4.85946827833748e-70,"PM2","Kmn1"
9.03629515144568e-74,0.588624769875536,0.445,0.25,9.39051792138235e-70,"PM2","ND-ACP"
1.5119744586386e-73,0.512048604747674,0.654,0.443,1.57124385741724e-69,"PM2","UQCR-6.4"
2.9591249930147e-72,0.668689397503191,0.33,0.17,3.07512269274087e-68,"PM2","CG1265"
4.66153383636244e-72,0.75810064900662,0.269,0.128,4.84426596274785e-68,"PM2","Map60"
5.37800547432644e-72,0.658048205015892,0.383,0.212,5.58882328892004e-68,"PM2","Phf5a"
4.2802556154675e-71,1.04481634690312,0.146,0.051,4.44804163559382e-67,"PM2","Fas1"
7.40070990895502e-71,0.640664065488706,0.274,0.131,7.69081773738606e-67,"PM2","Mcm7"
2.56446210365532e-70,0.738362129469658,0.262,0.124,2.6649890181186e-66,"PM2","Nup35"
4.73476255333022e-70,0.597204864329807,0.404,0.229,4.92036524542077e-66,"PM2","mRpS21"
9.39207344382334e-70,1.17400682736583,0.149,0.054,9.76024272282122e-66,"PM2","Nuf2"
3.46623082348783e-69,0.898335341430367,0.18,0.072,3.60210707176855e-65,"PM2","Cap-G"
4.2151603531254e-69,0.578639235022822,0.455,0.264,4.38039463896792e-65,"PM2","Fkbp39"
6.9177846573488e-69,0.748154275967702,0.277,0.137,7.18896181591687e-65,"PM2","glu"
7.57167324767879e-69,0.784240975428797,0.259,0.125,7.8684828389878e-65,"PM2","Det"
1.23352961663643e-68,1.31284206761607,0.128,0.043,1.28188397760858e-64,"PM2","squ"
2.11495595805775e-68,0.829575342489454,0.244,0.114,2.19786223161362e-64,"PM2","CG15922"
2.62719789962107e-68,0.618583531366042,0.311,0.157,2.73018405728621e-64,"PM2","CG6650"
5.98731578970822e-68,0.569006608315239,0.433,0.251,6.22201856866478e-64,"PM2","PCNA"
1.98180622169268e-67,0.791861138499137,0.204,0.088,2.05949302558303e-63,"PM2","pbl"
4.21897536605689e-67,0.527309574713682,0.451,0.26,4.38435920040632e-63,"PM2","SNRPG"
6.47943230852e-67,0.423004452328659,0.684,0.463,6.73342605501399e-63,"PM2","CG15211"
2.08044064199431e-66,0.588466840164072,0.749,0.591,2.16199391516048e-62,"PM2","CG8860"
7.33218589083452e-66,0.517120213254552,0.457,0.271,7.61960757775523e-62,"PM2","Sodh-2"
2.77186211099671e-65,0.51994537645971,0.368,0.203,2.88051910574778e-61,"PM2","Rrp1"
5.1425403661037e-65,0.687480519515379,0.307,0.161,5.34412794845497e-61,"PM2","Nnf1a"
7.07534628814413e-65,0.635398082858277,0.239,0.111,7.35269986263937e-61,"PM2","dpa"
9.01296591675155e-65,1.26781808004748,0.112,0.036,9.36627418068821e-61,"PM2","sub"
2.84378691293408e-64,0.559488235024857,0.363,0.2,2.95526335992109e-60,"PM2","Myb"
1.67142361683591e-63,0.979507978420132,0.157,0.061,1.73694342261588e-59,"PM2","Dpck"
4.34625334968563e-63,0.741527391323235,0.228,0.106,4.51662648099331e-59,"PM2","Galk"
7.62018863832393e-63,0.60500229971595,0.292,0.146,7.91890003294623e-59,"PM2","HDAC1"
2.0308606798903e-62,0.571211114169329,0.535,0.348,2.110470418542e-58,"PM2","UQCR-11"
2.49474253375554e-62,0.550132196421443,0.496,0.316,2.59253644107876e-58,"PM2","SmF"
4.90016696116966e-62,0.393340630455501,0.548,0.342,5.09225350604751e-58,"PM2","Ssb-c31a"
8.5941309689515e-62,0.715623638654066,0.224,0.105,8.9310209029344e-58,"PM2","Chrac-14"
2.20409496252058e-61,0.299826865231728,0.968,0.876,2.29049548505138e-57,"PM2","Hsp83"
5.94538947356526e-61,0.676214933405638,0.223,0.104,6.17844874092901e-57,"PM2","Mcm6"
1.81793348515742e-60,0.704315834221974,0.242,0.118,1.88919647777559e-56,"PM2","Dref"
3.20072438032055e-60,0.763041578833325,0.218,0.102,3.32619277602912e-56,"PM2","Mms19"
5.35460278786436e-60,0.464110525974566,0.579,0.385,5.56450321714864e-56,"PM2","SmE"
8.71251963271218e-60,0.859509159680732,0.16,0.065,9.0540504023145e-56,"PM2","Mcm2"
2.19842869688119e-59,0.453040172583853,0.555,0.362,2.28460710179893e-55,"PM2","alc"
2.66678860061725e-59,0.932890942768414,0.166,0.069,2.77132671376145e-55,"PM2","dgt4"
1.04841378934143e-58,0.561514497581401,0.371,0.214,1.08951160988361e-54,"PM2","CG17776"
1.8168754071399e-58,1.15373515704685,0.102,0.032,1.88809692309978e-54,"PM2","Ndc80"
2.26480021763709e-58,0.618793789634982,0.319,0.176,2.35358038616846e-54,"PM2","mRpL36"
2.40473378199345e-58,0.431333736316125,0.633,0.433,2.49899934624759e-54,"PM2","ND-B14.5B"
6.25646211270609e-58,0.577246099953344,0.361,0.209,6.50171542752416e-54,"PM2","mRpL27"
2.51255182632824e-57,0.494426977162355,0.553,0.366,2.61104385792031e-53,"PM2","COX8"
3.64511549634583e-57,0.328632633441171,0.896,0.713,3.78800402380259e-53,"PM2","HmgZ"
5.43730546818199e-57,1.06826847847492,0.125,0.046,5.65044784253473e-53,"PM2","Zwilch"
6.77345626749826e-57,0.956896119668317,0.143,0.056,7.03897575318419e-53,"PM2","Mcm5"
2.4961621566016e-56,0.685893943237477,0.234,0.113,2.59401171314038e-52,"PM2","ScsbetaG"
2.62141782163695e-56,0.454004492465705,0.426,0.259,2.72417740024512e-52,"PM2","kuk"
6.25563453878817e-56,0.411338155003508,0.734,0.545,6.50085541270866e-52,"PM2","ox"
7.91484585268789e-56,0.567856401017272,0.32,0.179,8.22510781011325e-52,"PM2","Klp10A"
9.16251119011817e-56,0.692252290160135,0.208,0.099,9.5216816287708e-52,"PM2","RfC3"
9.89454814044637e-56,1.44562603180242,0.079,0.022,1.02824144275519e-51,"PM2","dah"
2.43894176921375e-55,0.576548948321259,0.341,0.196,2.53454828656693e-51,"PM2","ksh"
2.54892486615713e-55,0.462753223240957,0.332,0.181,2.64884272091049e-51,"PM2","Stip1"
4.65649676964677e-55,0.634423316296436,0.247,0.125,4.83903144301693e-51,"PM2","Zw10"
6.98604608903328e-55,0.351632168259294,0.908,0.745,7.25989909572339e-51,"PM2","CG6084"
7.40162065624187e-55,0.655888888736239,0.344,0.2,7.69176418596655e-51,"PM2","Hsp68"
2.66551363055874e-54,0.537121176082997,0.339,0.194,2.77000176487664e-50,"PM2","mRpL34"
4.95339374626898e-54,1.29956181548935,0.076,0.021,5.14756678112272e-50,"PM2","pim"
6.0257921540869e-54,0.402325949966407,0.574,0.373,6.26200320652711e-50,"PM2","ATPsynCF6"
9.57718708961796e-54,0.334259441850937,0.786,0.568,9.95261282353098e-50,"PM2","CG1943"
1.47216269759802e-53,0.840822346092504,0.146,0.059,1.52987147534386e-49,"PM2","lncRNA:CR45321"
6.73416694645277e-53,0.555945876817618,0.29,0.154,6.99814629075372e-49,"PM2","ND-13B"
1.04233111131415e-52,0.484271811340514,0.374,0.22,1.08319049087766e-48,"PM2","Nup358"
1.41404590345791e-52,0.876763642955169,0.122,0.046,1.46947650287346e-48,"PM2","Acf"
5.4657438749992e-52,0.492116487990785,0.325,0.179,5.68000103489917e-48,"PM2","ND-30"
1.02208441697892e-51,0.701175749719937,0.156,0.066,1.0621501261245e-47,"PM2","Mcm3"
1.04433766149492e-51,0.78869996897348,0.154,0.066,1.08527569782552e-47,"PM2","dup"
1.81561546244527e-51,0.410149166081447,0.527,0.337,1.88678758857313e-47,"PM2","COX5B"
1.83032755863984e-51,0.985458995417249,0.119,0.044,1.90207639893852e-47,"PM2","spd-2"
1.97724662475748e-51,1.0102529453062,0.15,0.065,2.05475469244798e-47,"PM2","CG4036"
4.94542683763388e-51,0.334679167451824,0.534,0.344,5.13928756966913e-47,"PM2","Aldh-III"
5.65927544201061e-51,1.21496957638803,0.098,0.034,5.88111903933742e-47,"PM2","CG14561"
8.14449240935536e-51,1.1244463941388,0.105,0.037,8.46375651180209e-47,"PM2","Cap-D2"
9.12481041021845e-51,0.626332099681251,0.246,0.129,9.48250297829901e-47,"PM2","CG2021"
1.01298218850195e-50,0.498567631287903,0.369,0.215,1.05269109029123e-46,"PM2","ND-PDSW"
1.29709421550408e-50,0.337049023902202,0.529,0.341,1.34794030875184e-46,"PM2","Pvr"
1.31269166493054e-50,0.45801130201194,0.371,0.221,1.36414917819582e-46,"PM2","CG4598"
1.36625578491661e-50,0.415143503898453,0.44,0.274,1.41981301168534e-46,"PM2","DppIII"
1.46651981447783e-50,0.965021436921294,0.12,0.046,1.52400739120536e-46,"PM2","rod"
1.79460027787462e-50,0.430282031939182,0.448,0.286,1.8649486087673e-46,"PM2","Uba2"
2.15234112020063e-50,0.761976368153415,0.149,0.063,2.23671289211249e-46,"PM2","MCPH1"
2.53228690790137e-50,0.409170851179731,0.386,0.232,2.63155255469111e-46,"PM2","Top2"
2.58074862659612e-50,0.397780910594276,0.762,0.593,2.68191397275869e-46,"PM2","CG34437"
7.04549779437141e-50,0.689911808128072,0.18,0.084,7.32168130791077e-46,"PM2","Nup205"
1.06996640129772e-49,0.944783606475244,0.139,0.058,1.11190908422859e-45,"PM2","mip120"
1.91785151888925e-49,0.468494977630014,0.323,0.183,1.99303129842971e-45,"PM2","CG34054"
2.21627325650465e-49,0.930204684275896,0.133,0.054,2.30315116815963e-45,"PM2","barr"
2.71071915340705e-49,0.441189234715683,0.311,0.171,2.8169793442206e-45,"PM2","ND-SGDH"
4.85259455474453e-49,0.388405225303954,0.429,0.269,5.04281626129052e-45,"PM2","x16"
5.41659183313111e-49,0.399002288560917,0.452,0.279,5.62892223298985e-45,"PM2","ATPsynB"
5.46275192519091e-49,0.400449119060837,0.43,0.262,5.6768918006584e-45,"PM2","ATPsynO"
7.96400640415428e-49,0.420985017589196,0.628,0.457,8.27619545519713e-45,"PM2","ATPsynG"
2.43268576076999e-48,0.460612031338333,0.414,0.26,2.52804704259217e-44,"PM2","ubl"
9.1426582808587e-48,0.398896839287574,0.643,0.472,9.50105048546836e-44,"PM2","lectin-24Db"
1.09502323113629e-47,0.390084985279109,0.397,0.242,1.13794814179683e-43,"PM2","Sesn"
2.50414314311425e-47,0.318864094234017,0.826,0.664,2.60230555432433e-43,"PM2","UQCR-Q"
3.61629696327432e-47,0.473030597385196,0.448,0.293,3.75805580423468e-43,"PM2","CG34200"
9.95358684494627e-47,0.907822506119569,0.184,0.089,1.03437674492682e-42,"PM2","bt"
1.54561561374095e-46,0.33450349854123,0.637,0.45,1.60620374579959e-42,"PM2","kud"
1.68891778149497e-46,-0.246218198063309,0.997,0.993,1.75512335852957e-42,"PM2","pAbp"
1.99137791687832e-46,0.482374573943719,0.237,0.122,2.06943993121995e-42,"PM2","Pgant6"
2.33477539980396e-46,0.441989535159782,0.396,0.248,2.42629859547627e-42,"PM2","HP4"
2.84472812929801e-46,0.440830190974094,0.324,0.184,2.95624147196649e-42,"PM2","Taldo"
2.98375199262172e-46,0.372438486591801,0.488,0.311,3.1007150707325e-42,"PM2","COX5A"
3.5350544908169e-46,1.06091016956979,0.102,0.037,3.67362862685693e-42,"PM2","Spc105R"
7.7234178428428e-46,0.511709022684889,0.258,0.139,8.02617582228224e-42,"PM2","ND-42"
8.32060876556937e-46,0.387800680145252,0.548,0.376,8.64677662917969e-42,"PM2","LSm7"
8.93368963161118e-46,0.437481918753995,0.273,0.151,9.28389026517034e-42,"PM2","CoRest"
9.42927710885638e-46,1.07312249108607,0.09,0.031,9.79890477152355e-42,"PM2","CG14814"
1.33060191718777e-45,0.444013495131684,0.292,0.165,1.38276151234153e-41,"PM2","msps"
1.75571380590995e-45,0.43154390462066,0.28,0.156,1.82453778710162e-41,"PM2","CG2162"
2.26547794021913e-45,0.396068377566875,0.377,0.233,2.35428467547572e-41,"PM2","LSm3"
2.55164491838735e-45,0.586881775198209,0.208,0.105,2.65166939918814e-41,"PM2","CG7194"
3.12041835901552e-45,0.386790076550222,0.289,0.161,3.24273875868893e-41,"PM2","RanBP3"
3.33003248744774e-45,0.328394335379496,0.555,0.365,3.4605697609557e-41,"PM2","HINT1"
3.83265054979193e-45,0.537234178147452,0.268,0.15,3.98289045134377e-41,"PM2","CG3663"
4.07698400287069e-45,0.420595862538623,0.521,0.356,4.23680177578322e-41,"PM2","Rpb10"
6.88989006555697e-45,0.455780115399039,0.345,0.208,7.1599737561268e-41,"PM2","endos"
7.81165457750836e-45,0.578256073440634,0.212,0.11,8.11787143694668e-41,"PM2","grp"
8.47083869816076e-45,0.583542691191393,0.351,0.216,8.80289557512866e-41,"PM2","Hsp70Bc"
1.21516496578092e-44,0.372649578549772,0.386,0.239,1.26279943243953e-40,"PM2","Fs(2)Ket"
1.58456750594153e-44,0.379626608131856,0.332,0.19,1.64668255217443e-40,"PM2","Pdha"
1.97897965409286e-44,0.488915841475226,0.308,0.182,2.0565556565333e-40,"PM2","spt4"
2.08004542617462e-44,0.347489830698547,0.31,0.174,2.16158320688066e-40,"PM2","Caf1-55"
3.18681776863856e-44,0.353757881654257,0.777,0.591,3.31174102516919e-40,"PM2","nAChRbeta3"
7.91984812711423e-44,0.354604664382985,0.318,0.181,8.23030617369711e-40,"PM2","Fum1"
1.02077086573455e-43,0.344251248782166,0.502,0.325,1.06078508367134e-39,"PM2","eIF3i"
1.11201188569209e-43,0.372286196713179,0.416,0.266,1.15560275161122e-39,"PM2","CG10470"
1.64731932021093e-43,0.374328208038449,0.464,0.299,1.7118942375632e-39,"PM2","CG43799"
1.75033573076834e-43,0.387546133442774,0.397,0.252,1.81894889141446e-39,"PM2","CG10674"
1.936184633649e-43,0.666192109338125,0.163,0.076,2.01208307128805e-39,"PM2","CG15107"
2.06747598881155e-43,0.657678472828562,0.222,0.119,2.14852104757296e-39,"PM2","mRpL52"
3.59460590239967e-43,0.437903831721471,0.323,0.193,3.73551445377373e-39,"PM2","Taf10b"
4.49185077623705e-43,1.16055082640858,0.092,0.033,4.66793132666554e-39,"PM2","galene"
4.82278621684606e-43,0.431864028008508,0.301,0.174,5.01183943654642e-39,"PM2","CG8668"
6.61896797884216e-43,0.372022774436285,0.348,0.213,6.87843152361277e-39,"PM2","muc"
9.11790389896917e-43,0.424713268790836,0.262,0.147,9.47532573180876e-39,"PM2","Uba5"
1.38139058419374e-42,0.287013417165153,0.789,0.602,1.43554109509414e-38,"PM2","Echs1"
1.62142511324866e-42,0.544168657498182,0.198,0.099,1.68498497768801e-38,"PM2","TORIP"
2.15306732726349e-42,0.336872270238166,0.648,0.473,2.23746756649221e-38,"PM2","COX7C"
2.59267035465424e-42,0.339204927298406,0.547,0.374,2.69430303255669e-38,"PM2","Nedd8"
2.62883869992565e-42,1.22383914402691,0.073,0.023,2.73188917696273e-38,"PM2","neb"
2.91356681232614e-42,0.282514259154399,0.448,0.277,3.02777863136933e-38,"PM2","CCT1"
3.2840305967396e-42,0.516254316668912,0.229,0.121,3.41276459613179e-38,"PM2","cass"
3.33199735078976e-42,0.65868611142084,0.165,0.078,3.46261164694072e-38,"PM2","eIF2Bbeta"
3.70426911220553e-42,0.469697726952773,0.27,0.155,3.84947646140398e-38,"PM2","mRpS33"
4.42211130074279e-42,0.466257576655266,0.248,0.138,4.59545806373191e-38,"PM2","CycA"
4.46068915882203e-42,1.18583537114683,0.062,0.017,4.63554817384785e-38,"PM2","Zip88E"
4.49882472811543e-42,0.318508992214122,0.538,0.366,4.67517865745756e-38,"PM2","CG42336"
5.51105247896636e-42,0.671429960833825,0.154,0.072,5.72708573614185e-38,"PM2","l(3)mbt"
8.28503754751029e-42,0.711860251411765,0.167,0.081,8.60981101937269e-38,"PM2","pch2"
8.52455496279834e-42,0.36909288283236,0.433,0.274,8.85871751734003e-38,"PM2","Dad1"
1.05581475478922e-41,0.588863940291758,0.18,0.089,1.09720269317696e-37,"PM2","TM4SF"
1.07345261022266e-41,0.520381890638938,0.198,0.102,1.11553195254339e-37,"PM2","Caf1-180"
1.21302913615633e-41,0.816251591750324,0.109,0.043,1.26057987829366e-37,"PM2","Lsd-1"
